Description,Price
"I am looking at a used 2010 Suzuki Grand Vitara Prestige. It's a grey SUV with an automatic transmission, 2.4L engine, and 16,744 km on the clock.",13999
"I have a 2018 Peugeot 3008 GT Line, a sleek blue SUV. It's an automatic with a 1.6 L, 4 cyl engine, and has 45569 km on the odometer.",33988
"I have a 2020 Lexus RX450H Sports Luxury Hybrid, white with a black interior. It's an automatic with a 3.5L engine, AWD, and has 34661 km on the odometer.",89999
"I am looking at a 2003 Volvo V40 2.0 SE, a green hatchback with automatic transmission, 1.9-liter 4-cylinder engine, and 186493 km on the odometer.",5999
"There's a used 2018 Mercedes-Benz S450 L Sedan in white available. It's an automatic with a 3 L, 4-cylinder engine, rear drive, and has clocked 23014 km.",129980
"I am looking at a 2002 Mitsubishi Delica Auto Market WA. It's a used model, with an automatic transmission, and 244578 km on the odometer.",14999
"I am looking at a used 2020 Toyota Landcruiser LC200 GXL, grey with grey interior. It features a 4.5L diesel engine, automatic, and has covered 8 cyl engine, and has covered 8 seats.",109990
"There is a used 2001 Holden Commodore SS in red, featuring an automatic gearbox, 5.7L engine, rear drive, and 234384 km on the odometer.",17990
"I have a 2022 Tesla Model 3 Performance, Silver 0 L Sedan, used. It's an automatic, with a silver interior, and has a 0L 4-cylinder engine.",86990
"I am looking at a 2012 Ford Ranger XLT 3.2L diesel, automatic, rear-wheel drive, blue, with 235654 km on the odometer.",17999
"I have a 2022 Lexus UX200 F Sport, 2L 4 cyl, automatic, front-wheel drive, and 55,122 km on the odometer.",59999
"I have a 2016 Ford Mustang Fastback GT 5.0 V8, grey with black interior. It's an automatic with a 5 L, 8 cyl engine, rear drive, and has 32700 km on the odometer.",59990
"There is a used 2016 Holden Trax LS in grey, featuring a black interior. It's an automatic with a 1.8L engine, front-wheel drive, and has 110359 km on the odometer.",14998
"I have a 2020 Lexus LX450D SUV, white with a black interior. It's a used model, with a 4.5L diesel engine, and has clocked 31813 km.",126990
"A 2003 Ford Falcon XR8 is available, blue with a black interior. This used car has an automatic transmission, 5.4 L, 8 cyl engine, and has covered 235952 km.",20990
"I am looking at a used 2022 Toyota Landcruiser LC300 GXL, grey with a black interior. It's got a 3.3L diesel engine, automatic transmission, and has covered 7 seats.",115990
"I am looking at a used 2004 Toyota Landcruiser Prado GXL, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 8 seats.",18990
"I have a 2021 Jeep Wrangler Unlimited Rubicon, grey with a grey interior. It's an automatic with a 3.6L engine, 4 cyl engine, and has 5693 km on the odometer.",75990
"I have a 2018 Ford Ranger XLS 3.2L diesel engine, grey interior, used with a diesel engine, automatic, and 3.2L engine, and 5 doors.",46888
"There is a used 2020 Porsche Cayenne GTS in white, featuring a black interior. It's an automatic with a black interior, and has done 18300 km.",199900
"I am looking at a used 2017 Hyundai Genesis Sedan. It features a 3.8 L, 6 cyl engine, automatic, rear drive, with 170173 kilometers.",19999
"I have a 2023 Volkswagen Tiguan Melville, white with a black interior. It's a used model, with a 1.4L 4-cylinder engine, front-wheel drive, and has clocked 7 seats.",52888
"I am looking at a used 2020 Kia Sportage SX, white with a black interior. It features a 2L 4-cylinder diesel engine, automatic, and AWD. It's clocked 66711 km.",30990
"I have a 2021 Ford Mustang Mach 1 hatchback, grey exterior, black interior, 5 L, 8 cyl engine, rear drive, with 1939 kilometers on it.",114990
"There is a used 2014 Holden Calais V in white, featuring a 6 L, 8 cyl engine, automatic, rear drive, with 119516 km on it.",37870
"It's a 2015 Mazda 6 Touring, 4 cyl 2.2L diesel, front-wheel drive, automatic, in silver. Features have clocked 98000 km.",21999
"I have a 2020 Jeep Grand Cherokee Overland, black with a black interior. It's a 4-door SUV with an automatic transmission and a 3 L, 6 cyl engine.",54998
"I am looking at a used 2008 Jeep Grand Cherokee Laredo. It features a 3 L, 6 cyl diesel engine, automatic, and has covered 171994 km.",13990
"I am looking at a 2012 Nissan Patrol ST (4X4) in black. It's a 4-door SUV with a grey interior, 7-seater interior, and has 242525 km.",27990
"I am looking at a 2012 Nissan X-Trail ST, a black SUV with an automatic transmission. It's done 185509, 4 cyl 2L engine, and has done 185509 kilometers.",13990
"I am looking at a used 2012 Toyota Hilux SR, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 174859 km.",34990
"It's a 2009 Holden Commodore SV6, green, with an automatic transmission, 3.6 L, 6 cyl engine, rear drive, and has covered 5 seats.",10990
"I am looking at a used 2021 Toyota C-HR Koba SUV, silver with a black interior. It's got a 1.8L engine, automatic transmission, and has covered 5 seats.",44880
"I have a 2018 Mazda CX-3 Maxx, a red SUV with an automatic transmission. It's a 4-cylinder engine, 2L engine, and has clocked 886 kilometers.",17999
"There is a used 2019 Jeep Wrangler, a green SUV with an efficient 3.6L engine and automatic transmission. It's a 4-seater SUV with 49602 kilometers.",43998
"I have a 2010 FPV GT Sedan, black with a black interior. It's a 4-door SUV with a 5 L, 4 cyl engine, with 134003 km.",57957
"I am looking at a used 2008 Holden Rodeo LX, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 314973 km.",11999
"I have a 2017 Volkswagen Tiguan 162 TSI Highline, white with a white interior. It's an automatic with a 2L engine, AWD, and has clocked 92526 km.",32990
"I have a 2020 Hyundai I30 Active, a hatchback in white with an automatic transmission. It's an automatic with a 2 L, 4 cyl engine, and has 55,676 km.",23999
"It's a 2017 HSV Gtsr Sedan, green, black, 6.2L 8 cyl, rear-wheel drive, manual, with 26000 km on it.",179990
"I am looking at a used 2006 Nissan Navara ST-R, blue, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 5 seats.",12990
"I am looking at a used 2019 Toyota Landcruiser Ute / Tray. It features a 4.5 L, 8 cyl diesel engine, automatic, and has covered 131839 km.",69990
"I am looking at a 2020 Mazda 3.0 3 Sedan, white, used. It comes with an automatic gearbox, 2.5L engine, and has traveled 55,676 km.",31999
"I have a 2016 Holden Commodore SV6 black pack, used. It's an automatic with a 3.6 L, 6 cyl engine, rear drive, and has clocked 102917 km.",27870
"I am looking at a 2014 Ford Ecosport Trend, yellow with a black interior. It's a used model, with a 1 L, 3 cyl engine, front-wheel drive, and has 84902 km.",11990
"There is a used 2016 Holden Cruze Z-Series in white, featuring a black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has done 98778 km.",13990
"I have a 2014 Kia Optima SI, a sleek silver exterior. It's an automatic with a 2.4 L, 4 cyl engine, and has 121371 km on the odometer.",14990
"I have a 2009 Mitsubishi Triton GLX-R, a white 2009 Mitsubishi Triton GLX-R, used. It's a diesel with a 2.5L engine, automatic, and has 283598 km.",13990
"I have a 2020 Mitsubishi Triton GLX Adas, white with grey interior. It's a 4-cylinder, 2.4 L diesel, automatic, with 89201 km.",39800
"I am looking at a 2014 Mitsubishi Pajero GLX-R LWB, a gold SUV with black interior. It's got a 3.2L engine, automatic transmission, and has covered 7 seats.",29870
"I am looking at a used 2020 Ford Ranger Wildtrak. Silver with a black interior, 3.2L diesel engine, automatic transmission, and 5 cyl engine, with 5 seats.",52800
"A 2017 Holden Astra R has clocked 80973 km, grey exterior, black interior. It's a hatchback with an automatic transmission, 1.4 L, 4 cyl engine, and 80973 km on the clock.",18985
"I am looking at a used 2023 Renault Arkana ZEN NEW SUV, with a 1.3L engine, automatic, and a mileage of 55,676 km.",37500
"I have a 2015 Mitsubishi Outlander ES, a white SUV with black interior. It's an automatic with a 2L engine, and has 134215 km on the odometer.",18994
"It's a 2023 Toyota HiAce Slwb Commuter, 4 cyl 2.8L diesel, rear-wheel drive, automatic, with 3 doors, 12 seats.",69760
I am looking at a 2008 Kia RIO JB LX from scratch. It's a hatchback with an automatic transmission and a mileage of 168737 km.,7200
"I have a 2023 Land Rover Defender 90 D250 S, a used model with a diesel 3L engine, automatic, and AWD. It's clocked 5 years, with 5 seats.",97700
"I have a 2013 Nissan Pulsar ST, a black Nissan Pulsar ST, used. It's a front-wheel drive with an automatic transmission and a 1.8 L, 4 cyl engine, having only 125859 km.",12989
"I have a 2023 Mazda 6 G25 Sport, 2.5L 4 cyl, automatic, 5-door, 4-cylinder engine, and 55,676 kilometers on the odometer.",36840
"I am looking at a used 2023 Isuzu D-MAX SX, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 5 seats.",55999
"I have a 2023 Land Rover Defender 130 P500 V8, a used model with a diesel 5L engine, automatic, and AWD. It's a used model, with 8 cyl engine, with 8 seats.",237900
"It's a 2022 Toyota Corolla Ascent Sport, 4 cyl 2L engine, front-wheel drive, automatic, in white with 25252 km driven.",29990
"I have a 2023 Mitsubishi ASX GS, a used model, with a sleek interior. It's an automatic, front-wheel drive, and has a 2L 4-cylinder engine.",26240
"I have a 2022 Mazda CX-8 Sport, grey exterior, black interior, 2.5L 4 cyl engine, front-wheel drive, automatic, with 26808 km on it.",44870
"I have a 2023 Land Rover Defender 110 P400E, a used model with a diesel 2L engine, automatic, and AWD. It's a 4-seater SUV with 5 doors, 5 seats.",139300
"I have a 2010 Toyota Corolla ZRE152R Conquest, blue hatchback, automatic, used with 236180 km on the odometer. i am looking at a used model, with 236180 km.",11999
"I am looking at a used 2023 Kia EV6 AIR RWD, automatic, 0 L engine, with 5 doors, 5 seats. I am looking at a used model, with a mileage of 7 years.",72590
"I am looking at a 2023 Mazda CX-3 Maxx Sport, a used SUV with a sleek interior. It's a used model, with a 2-liter, 4-cylinder engine, front-wheel drive, and has traveled 5 years.",25510
"I have a 2022 Mazda CX-9 GT SP, a used SUV with an efficient 2.5L engine and automatic transmission. It's a front-wheel drive with just 11137 km on the odometer.",57870
"I am looking at a used 2023 Kia Stinger 3.3 GT. This black leather interior features a 6 cyl 3.3L engine, rear drive, automatic, and has covered 7 years.",66460
"I have a 2023 Land Rover Defender 110 P400 X, a used model with a diesel 3L engine, automatic, and AWD. It's clocked 5 doors, 5 seats.",152150
"I have a 2021 Mazda CX-8 GT, a used blue SUV with a black interior. It's an automatic with a 2.2L engine, and has clocked 25436 km.",55870
"I have a 2023 Toyota Corolla Cross GXL, a used SUV with an automatic transmission and 2L engine, front-wheel drive, and 5 years on the odometer.",36750
"I have a 2013 Jeep Grand Cherokee Overland, white with a black interior. It's an automatic with a 3.6L engine, AWD, and has clocked 5024 km.",23750
"I have a 2023 Kia RIO S NEW Manual, 1.4 L, 4 cyl engine, front-wheel drive, automatic, 5 doors, 5 seats. I am looking at a used model, with a mileage of 7 years.",19690
"I am looking at a 2023 Toyota C-HR GR-S, a white SUV with an automatic transmission, 1.8L engine, and 5 years on the odometer.",37665
"I am looking at a white 2017 Toyota Hiace LWB, a dependable commercial vehicle. It's an automatic with a 2.7 L, 4 cyl engine, rear drive, and has traveled 229,829 km.",26990
"I am looking at a 2023 Mazda CX-30 G20 Pure. It's a used model, with a 2-liter, 4-cylinder engine, front-wheel drive, and has traveled 5 years.",31210
"I have a 2014 Subaru Forester 2.5I Luxury Limited Edition, a blue SUV with a black interior. It's an automatic with a 2.5L engine, AWD, and has 16,3091 km on the odometer.",19870
"I am looking at a 2023 Subaru Forester 2.5L 4-cylinder, 2.5L diesel, automatic, 4-cylinder engine, and 5 years on the odometer - with 5 seats.",40290
"I have a 2015 Nissan Pathfinder ST (4X4), a blue SUV with black interior. It's an automatic with a 3.5L engine, and has clocked 113523 km.",22888
"I am looking at a used 2023 Kia Stonic Sport NEW Manual, 1.4L 4-cylinder engine, front-wheel drive, and 7 years on the odometer.",25290
"I have a 2023 Toyota C-HR GXL, a used model, with a 1.2L 4-cylinder engine, automatic, and AWD. It's clocked 5 years, with 5 seats.",32915
"There is a used 2017 Kia Sportage GT-Line in red, featuring an automatic gearbox, 2.4L engine, and a stylish interior. It's done only 59500 kilometers.",32999
"I have a 2023 Mercedes-Benz GLA 250 4Matic, 4-cylinder engine, 2L engine, automatic, with 5 years on the odometer, and 5 seats.",77300
"A 2019 Subaru XV 2.0I-L SUV, white with grey interior, 2.0L 4 cyl engine, automatic, AWD, 68964 km, is available.",29995
"I have a 2023 Toyota RAV4 GX, a used hybrid with a diesel 2.5L engine, automatic, and AWD. It's a 4-cylinder SUV with 5 doors, 5 seats.",42050
"I am looking at a black 2019 Hyundai Tucson Highlander. It's a used model, with a 1.6 L, 4 cyl engine, rear drive, and has traveled 37109 km.",38999
"I have a 2023 Hyundai Palisade Highlander, a used model with a diesel 2.2L engine, automatic, and AWD. It's a 4-door SUV with 7 seats.",79900
"It's a used 2017 Holden Equinox LT, grey with a black interior. Equipped with a 2L 4-cylinder engine, rear-wheel drive, automatic, and 89693 km on the clock.",22987
"I am looking at a 2023 Kia Sorento Sport+, a used SUV with a diesel 2.2L engine, automatic, and AWD. It's a 4-door SUV with 7 seats, 7 seats.",57850
"There is a used 2021 Kia Carnival Scragon in white, featuring a 3.5L engine, automatic transmission, and a stylish interior. It's done only 6 cyl, 3.5 L, 4 doors, 8 seats.",44999
"I am looking at a 2023 Toyota Fortuner GX NAV, a used SUV with an efficient 2.8L engine and diesel. It's an automatic with just 7 seats.",50965
"I have a 2014 Nissan Navara ST-R, a sleek black exterior. It's a 4-cylinder, 2.5L diesel, automatic, with 139400 km.",17990
"I am looking at a 2023 Hyundai Kona Active, a white SUV with a grey interior. It's a used model, with a 2L 4-cylinder engine, front-wheel drive, and has traveled 5 years.",28500
"There is a used 2010 Nissan Navara ST in white, diesel-powered. It's an automatic with a 2.5L engine, 4 cyl engine, and has done 346624 km.",12990
"I have a 2023 Mitsubishi Eclipse Cross LS, a used model with an automatic transmission. It's a 4-cylinder, 1.5L engine, and has clocked 55,676 km.",36740
"I have a 2016 Mercedes-Benz C63 S S, a white 2016 Mercedes-Benz C63 S, used. It's an automatic with a 4 L, 4-cylinder engine, rear drive, and has 26000 km on the odometer.",124990
"It's a 2023 Renault Master Pro MWB FWD, 4 cyl 2.3L diesel, automatic, with a mileage of 3 doors, 3 seats.",55200
"I have a 2010 Ford Falcon XR6, a blue hatchback with black interior. It's an automatic with a 4 L, 6 cyl engine, rear drive, and has 158414 km on the odometer.",20990
"I am looking at a 2014 Mini Cooper R56 D, a white hatchback. It's an automatic with a 92400 km, and has clocked a total of 92400 km.",18999
"I have a 2023 Hyundai Kona Elite, a used model, with a sleek exterior. It's an automatic, front-wheel drive, and has a 2L 4-cylinder engine.",31900
